id,date,incident_type,severity,status,description,reported_by,created_at
922,2025-12-31,Malware,High,Closed,Malware incident with high severity; status currently closed.,charlie,2025-12-31 04:42:55
923,2024-04-10,Unauthorized Access,Low,Open,Unauthorized Access incident with low severity; status currently open.,charlie,2024-04-10 12:07:45
924,2025-08-13,Ransomware,Critical,Mitigated,Ransomware incident with critical severity; status currently mitigated.,frank,2025-08-13 09:21:26
925,2025-11-20,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,frank,2025-11-20 02:17:29
926,2025-08-07,Ransomware,Critical,Mitigated,Ransomware incident with critical severity; status currently mitigated.,oscar,2025-08-07 08:57:59
927,2024-01-07,Phishing,Medium,Mitigated,Phishing incident with medium severity; status currently mitigated.,eve,2024-01-07 10:38:44
928,2024-08-21,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,diana,2024-08-21 19:57:12
929,2025-12-05,Password Spray,High,Open,Password Spray incident with high severity; status currently open.,eve,2025-12-05 22:48:16
930,2024-09-14,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,charlie,2024-09-14 15:12:22
931,2025-03-04,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,diana,2025-03-04 00:38:52
932,2024-01-14,Brute Force,Low,Mitigated,Brute Force incident with low severity; status currently mitigated.,grace,2024-01-14 21:55:45
933,2025-04-15,Malware,Critical,Mitigated,Malware incident with critical severity; status currently mitigated.,judy,2025-04-15 20:34:08
934,2025-08-23,Insider Threat,Critical,Closed,Insider Threat incident with critical severity; status currently closed.,eve,2025-08-23 13:52:00
935,2025-07-21,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,oscar,2025-07-21 19:57:14
936,2025-01-27,DDoS,Low,Closed,DDoS incident with low severity; status currently closed.,grace,2025-01-27 11:11:02
937,2025-04-22,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,grace,2025-04-22 17:40:21
938,2024-10-19,Insider Threat,High,Open,Insider Threat incident with high severity; status currently open.,alice,2024-10-19 10:15:21
939,2025-06-29,Unauthorized Access,Low,Investigating,Unauthorized Access incident with low severity; status currently investigating.,oscar,2025-06-29 18:24:09
940,2025-05-25,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,eve,2025-05-25 05:18:41
941,2025-07-19,Brute Force,Low,Closed,Brute Force incident with low severity; status currently closed.,frank,2025-07-19 19:55:57
942,2024-04-08,Unauthorized Access,High,Investigating,Unauthorized Access incident with high severity; status currently investigating.,eve,2024-04-08 08:55:33
943,2024-04-15,Ransomware,High,Investigating,Ransomware incident with high severity; status currently investigating.,eve,2024-04-15 05:47:52
944,2025-04-21,DDoS,High,Open,DDoS incident with high severity; status currently open.,eve,2025-04-21 13:30:05
945,2024-10-16,Unauthorized Access,Medium,Open,Unauthorized Access incident with medium severity; status currently open.,eve,2024-10-16 04:26:03
946,2024-04-06,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,heidi,2024-04-06 03:12:34
947,2025-04-09,Malware,Low,Mitigated,Malware incident with low severity; status currently mitigated.,eve,2025-04-09 05:36:55
948,2025-01-03,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,diana,2025-01-03 21:09:07
949,2024-09-18,Data Breach,High,Closed,Data Breach incident with high severity; status currently closed.,judy,2024-09-18 17:28:49
950,2024-04-27,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,diana,2024-04-27 00:58:55
951,2024-09-23,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,charlie,2024-09-23 12:05:34
952,2025-04-21,Data Breach,Low,Mitigated,Data Breach incident with low severity; status currently mitigated.,grace,2025-04-21 17:03:40
953,2024-06-26,DDoS,High,Mitigated,DDoS incident with high severity; status currently mitigated.,grace,2024-06-26 03:28:55
954,2025-07-24,Vulnerability Exploit,Medium,Mitigated,Vulnerability Exploit incident with medium severity; status currently mitigated.,diana,2025-07-24 11:33:49
955,2025-08-26,Ransomware,Critical,Investigating,Ransomware incident with critical severity; status currently investigating.,ivan,2025-08-26 18:08:42
956,2025-12-29,Password Spray,Low,Open,Password Spray incident with low severity; status currently open.,oscar,2025-12-29 23:51:35
957,2024-06-02,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,grace,2024-06-02 14:54:28
958,2024-02-18,Unauthorized Access,Critical,Open,Unauthorized Access incident with critical severity; status currently open.,bob,2024-02-18 11:41:35
959,2024-08-19,Ransomware,Critical,Mitigated,Ransomware incident with critical severity; status currently mitigated.,ivan,2024-08-19 09:23:27
960,2024-01-13,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,judy,2024-01-13 08:29:29
961,2024-09-14,Phishing,High,Mitigated,Phishing incident with high severity; status currently mitigated.,charlie,2024-09-14 04:23:18
962,2024-12-18,Unauthorized Access,Medium,Closed,Unauthorized Access incident with medium severity; status currently closed.,oscar,2024-12-18 22:23:56
963,2025-09-08,Data Breach,Critical,Closed,Data Breach incident with critical severity; status currently closed.,mallory,2025-09-08 17:44:28
964,2024-01-27,Malware,Medium,Open,Malware incident with medium severity; status currently open.,grace,2024-01-27 16:04:01
965,2025-11-05,Data Breach,High,Open,Data Breach incident with high severity; status currently open.,charlie,2025-11-05 03:46:46
966,2024-07-09,Vulnerability Exploit,Critical,Closed,Vulnerability Exploit incident with critical severity; status currently closed.,oscar,2024-07-09 08:48:58
967,2024-10-12,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,mallory,2024-10-12 05:54:29
968,2024-09-24,Insider Threat,Critical,Mitigated,Insider Threat incident with critical severity; status currently mitigated.,eve,2024-09-24 10:25:25
969,2024-02-16,Data Breach,High,Mitigated,Data Breach incident with high severity; status currently mitigated.,eve,2024-02-16 13:02:02
970,2025-08-10,Password Spray,Low,Closed,Password Spray incident with low severity; status currently closed.,alice,2025-08-10 07:59:34
971,2025-06-24,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,frank,2025-06-24 17:19:44
972,2024-05-22,Malware,High,Closed,Malware incident with high severity; status currently closed.,heidi,2024-05-22 06:46:40
973,2025-11-11,Brute Force,High,Monitoring,Brute Force incident with high severity; status currently monitoring.,ivan,2025-11-11 03:15:14
974,2025-11-07,Phishing,Low,Investigating,Phishing incident with low severity; status currently investigating.,eve,2025-11-07 01:12:23
975,2025-06-10,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,diana,2025-06-10 05:25:46
976,2025-05-25,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,alice,2025-05-25 15:24:35
977,2025-09-09,Data Breach,High,Open,Data Breach incident with high severity; status currently open.,oscar,2025-09-09 06:43:32
978,2025-09-08,DDoS,Critical,Open,DDoS incident with critical severity; status currently open.,ivan,2025-09-08 02:24:24
979,2024-08-07,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,mallory,2024-08-07 01:35:25
980,2024-04-13,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,eve,2024-04-13 09:42:11
981,2025-08-19,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,judy,2025-08-19 09:51:26
982,2024-03-06,Malware,Critical,Investigating,Malware incident with critical severity; status currently investigating.,bob,2024-03-06 05:58:43
983,2024-07-05,Vulnerability Exploit,Critical,Investigating,Vulnerability Exploit incident with critical severity; status currently investigating.,grace,2024-07-05 05:16:02
984,2024-11-13,Malware,Low,Monitoring,Malware incident with low severity; status currently monitoring.,alice,2024-11-13 03:15:52
985,2024-04-06,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,heidi,2024-04-06 14:02:33
986,2025-11-10,Malware,High,Closed,Malware incident with high severity; status currently closed.,eve,2025-11-10 09:46:02
987,2024-10-01,Vulnerability Exploit,Low,Investigating,Vulnerability Exploit incident with low severity; status currently investigating.,frank,2024-10-01 06:13:58
988,2024-10-11,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,charlie,2024-10-11 23:31:05
989,2025-07-19,Password Spray,Low,Mitigated,Password Spray incident with low severity; status currently mitigated.,heidi,2025-07-19 11:51:20
990,2025-08-10,Ransomware,Low,Open,Ransomware incident with low severity; status currently open.,heidi,2025-08-10 13:37:09
991,2025-05-22,Password Spray,High,Open,Password Spray incident with high severity; status currently open.,bob,2025-05-22 17:04:29
992,2025-02-16,Ransomware,Medium,Mitigated,Ransomware incident with medium severity; status currently mitigated.,eve,2025-02-16 17:13:35
993,2024-09-17,Insider Threat,Low,Investigating,Insider Threat incident with low severity; status currently investigating.,mallory,2024-09-17 10:35:48
994,2025-04-04,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,heidi,2025-04-04 11:15:12
995,2024-12-13,Ransomware,High,Mitigated,Ransomware incident with high severity; status currently mitigated.,eve,2024-12-13 13:09:48
996,2024-05-12,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,grace,2024-05-12 08:42:01
997,2025-12-19,Phishing,Medium,Mitigated,Phishing incident with medium severity; status currently mitigated.,judy,2025-12-19 12:19:49
998,2025-11-30,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,frank,2025-11-30 15:13:42
999,2024-08-29,Brute Force,High,Investigating,Brute Force incident with high severity; status currently investigating.,heidi,2024-08-29 05:26:12
1000,2024-05-28,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,bob,2024-05-28 00:32:38
